RowNum,Transect_id,year,Analysis type,Basal_cm,Canopy_cm,Total_cm,Transect_cm,Code,Status,Full_name,RevBI,FS_BAND,TRT,PctC,Growth_form,Origin
5701,3MBS3,2016,entire,0,3,3,5000,veth,dead,Verbascum thapsus,Mod,FS,Seeded,0,F,
5702,3MBS3,2019,entire,2190,71,2261,5000,litt,live,Litter,Mod,FS,Seeded,1,L,
5703,3MBS3,2019,entire,1502,2777,4279,5000,brin,live,Bromus inermis,Mod,FS,Seeded,56,G,
5704,3MBS3,2019,entire,458,0,458,5000,pumc,live,Pumice soil,Mod,FS,Seeded,0,B,
5705,3MBS3,2019,entire,386,0,386,5000,bare,live,"combined soil,pumc,grav,rock",Mod,FS,Seeded,0,F,
5706,3MBS3,2019,entire,86,0,86,5000,moss,live,Moss,Mod,FS,Seeded,0,C,
5707,3MBS3,2019,entire,50,382,432,5000,mumo,live,Muhlenbergia montana,Mod,FS,Seeded,8,G,
5708,3MBS3,2019,entire,48,178,226,5000,oexx,live,Oenothera sp.,Mod,FS,Seeded,4,F,
5709,3MBS3,2019,entire,44,368,412,5000,kocr,live,Koeleria cristata,Mod,FS,Seeded,7,G,
5710,3MBS3,2019,entire,34,103,137,5000,agsm,live,Agropyron smithii,Mod,FS,Seeded,2,G,
5711,3MBS3,2019,entire,25,229,254,5000,veth,live,Verbascum thapsus,Mod,FS,Seeded,5,F,
5712,3MBS3,2019,entire,25,144,169,5000,erxx,live,Erigeron spp.,Mod,FS,Seeded,3,F,
5713,3MBS3,2019,entire,23,2196,2219,5000,rone,live,Robinia neomexicana,Mod,FS,Seeded,44,S,
5714,3MBS3,2019,entire,19,104,123,5000,pofe,live,Poa fendleriana,Mod,FS,Seeded,2,G,
5715,3MBS3,2019,entire,17,1041,1058,5000,quga,live,Quercus gambellii,Mod,FS,Seeded,21,S,
5716,3MBS3,2019,entire,17,74,91,5000,brca2,live,Bromus carinatus,Mod,FS,Seeded,1,G,
5717,3MBS3,2019,entire,15,95,110,5000,badi,live,Bahia dissecta,Mod,FS,Seeded,2,F,
5718,3MBS3,2019,entire,14,92,106,5000,wood,live,Dead wood,Mod,FS,Seeded,2,L,
5719,3MBS3,2019,entire,11,32,43,5000,gras,live,Unidentified grass,Mod,FS,Seeded,1,G,
5720,3MBS3,2019,entire,10,21,31,5000,elel,live,Elymus elymoides,Mod,FS,Seeded,0,G,
5721,3MBS3,2019,entire,8,11,19,5000,lasc,live,Laennecia schiedeana,Mod,FS,Seeded,0,B,native
5722,3MBS3,2019,entire,7,134,141,5000,coca,live,Conyza canadensis,Mod,FS,Seeded,3,F,
5723,3MBS3,2019,entire,4,45,49,5000,acmi,live,Achillea millefolium,Mod,FS,Seeded,1,F,
5724,3MBS3,2019,entire,2,94,96,5000,arlu,live,Artemisia ludoviciana,Mod,FS,Seeded,2,F,
5725,3MBS3,2019,entire,2,34,36,5000,lase,live,Lactuca serriola,Mod,FS,Seeded,1,F,
5726,3MBS3,2019,entire,1,0,1,5000,arfr,live,Artemisia frigida,Mod,FS,Seeded,0,F,native
5727,3MBS3,2019,entire,1,0,1,5000,veth,dead,Verbascum thapsus,Mod,FS,Seeded,0,F,
5728,3MBS3,2019,entire,1,44,45,5000,vimu,live,Viguiera multiflora,Mod,FS,Seeded,1,F,
5729,3MBS3,2019,entire,0,6,6,5000,cine,live,Cirsium neomexicanum,Mod,FS,Seeded,0,F,native
5730,3MBS3,2019,entire,0,1,1,5000,forb,live,Unidentified forb,Mod,FS,Seeded,0,F,
5731,3MBS3,2019,entire,0,192,192,5000,care,live,Carex spp.,Mod,FS,Seeded,4,G,
5732,3MBS3,2019,entire,0,28,28,5000,bosp,live,Bouteloua sp.,Mod,FS,Seeded,1,G,
5733,3MBS3,2019,entire,0,61,61,5000,rone,dead,Robinia neomexicana,Mod,FS,Seeded,1,S,
5734,3MBS3,2019,entire,0,1,1,5000,chgr,dead,Chenopodium graveolens,Mod,FS,Seeded,0,F,
5735,3MBS3,2019,entire,0,35,35,5000,brte,live,Bromus tectorum,Mod,FS,Seeded,1,G,
5736,3MBS3,2019,entire,0,5,5,5000,sewo,live,Senecio wootonii,Mod,FS,Seeded,0,F,
5737,3MBS3,2019,entire,0,17,17,5000,rowo,live,Rosa woodsii,Mod,FS,Seeded,0,T,
5738,3MBU1,1997,entire,2152,0,2152,5000,grav,live,Gravel,Mod,BAND,Unseeded,0,B,
5739,3MBU1,1997,entire,1127,0,1127,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5740,3MBU1,1997,entire,1053,0,1053,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5741,3MBU1,1997,entire,625,0,625,5000,soil,live,Soil,Mod,BAND,Unseeded,0,B,
5742,3MBU1,1997,entire,27,0,27,5000,wood,live,Dead wood,Mod,BAND,Unseeded,0,L,
5743,3MBU1,1997,entire,6,1497,1503,5000,chfr,live,Chenopodium fremontii,Mod,BAND,Unseeded,30,F,
5744,3MBU1,1997,entire,5,16,21,5000,sihy,live,Sitanion hystrix,Mod,BAND,Unseeded,0,G,
5745,3MBU1,1997,entire,3,9,12,5000,gras2,live,Unidentified grass,Mod,BAND,Unseeded,0,G,
5746,3MBU1,1997,entire,2,24,26,5000,spfe,live,Sphaeralcea fendleri,Mod,BAND,Unseeded,0,F,
5747,3MBU1,1997,entire,0,152,152,5000,chde,live,Chenopodium desiccatum,Mod,BAND,Unseeded,3,F,
5748,3MBU1,1997,entire,0,21,21,5000,coca,live,Conyza canadensis,Mod,BAND,Unseeded,0,F,
5749,3MBU1,1997,entire,0,46,46,5000,quga,live,Quercus gambellii,Mod,BAND,Unseeded,1,S,
5750,3MBU1,1997,entire,0,179,179,5000,rone,live,Robinia neomexicana,Mod,BAND,Unseeded,4,S,
5751,3MBU1,1997,entire,0,7,7,5000,eure,live,Euphorbia revoluta,Mod,BAND,Unseeded,0,F,
5752,3MBU1,1997,entire,0,6,6,5000,oxli,live,Oxybaphus linearis,Mod,BAND,Unseeded,0,F,
5753,3MBU1,1997,entire,0,46,46,5000,ipag,live,Ipomopsis aggregata,Mod,BAND,Unseeded,1,F,
5754,3MBU1,1997,entire,0,11,11,5000,peba,live,Penstemon barbatus,Mod,BAND,Unseeded,0,F,
5755,3MBU1,1997,entire,0,50,50,5000,casp,live,Carex spp.,Mod,BAND,Unseeded,1,G,
5756,3MBU1,1997,entire,0,17,17,5000,thwr,live,Thelypodium wrightii,Mod,BAND,Unseeded,0,F,
5757,3MBU1,1997,entire,0,66,66,5000,toin,live,Townsendia incana,Mod,BAND,Unseeded,1,F,
5758,3mbu1,1998,entire,1549,0,1549,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5759,3mbu1,1998,entire,1352,0,1352,5000,grav,live,Gravel,Mod,BAND,Unseeded,0,B,
5760,3mbu1,1998,entire,1316,0,1316,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5761,3mbu1,1998,entire,682,0,682,5000,soil,live,Soil,Mod,BAND,Unseeded,0,B,
5762,3mbu1,1998,entire,33,10,43,5000,wood,live,Dead wood,Mod,BAND,Unseeded,0,L,
5763,3mbu1,1998,entire,25,620,645,5000,coca,live,Conyza canadensis,Mod,BAND,Unseeded,12,F,
5764,3mbu1,1998,entire,18,0,18,5000,pipo,dead,Pinus ponderosa,Mod,BAND,Unseeded,0,T,
5765,3mbu1,1998,entire,9,0,9,5000,root,live,"Tree root, exposed, living",Mod,BAND,Unseeded,0,T,
5766,3mbu1,1998,entire,7,0,7,5000,shit,live,Animal feces,Mod,BAND,Unseeded,0,L,
5767,3mbu1,1998,entire,4,75,79,5000,quga,live,Quercus gambellii,Mod,BAND,Unseeded,2,S,
5768,3mbu1,1998,entire,2,270,272,5000,chfr,dead,Chenopodium fremontii,Mod,BAND,Unseeded,5,F,
5769,3mbu1,1998,entire,1,54,55,5000,lase,live,Lactuca serriola,Mod,BAND,Unseeded,1,F,
5770,3mbu1,1998,entire,1,5,6,5000,taof,live,Taraxacum officinale,Mod,BAND,Unseeded,0,F,
5771,3mbu1,1998,entire,1,14,15,5000,posa,live,Polygonum sawatchense,Mod,BAND,Unseeded,0,F,
5772,3mbu1,1998,entire,0,93,93,5000,casp,live,Carex spp.,Mod,BAND,Unseeded,2,G,
5773,3mbu1,1998,entire,0,111,111,5000,rone,live,Robinia neomexicana,Mod,BAND,Unseeded,2,S,
5774,3mbu1,1998,entire,0,17,17,5000,poxx,live,Poa sp.,Mod,BAND,Unseeded,0,G,
5775,3mbu1,1998,entire,0,1,1,5000,brgr,live,Brickellia grandiflora,Mod,BAND,Unseeded,0,U,
5776,3mbu1,1998,entire,0,103,103,5000,oxli,live,Oxybaphus linearis,Mod,BAND,Unseeded,2,F,
5777,3mbu1,1998,entire,0,21,21,5000,peba,live,Penstemon barbatus,Mod,BAND,Unseeded,0,F,
5778,3mbu1,1998,entire,0,77,77,5000,mafe,live,Malacothrix fendleri,Mod,BAND,Unseeded,2,F,
5779,3mbu1,1998,entire,0,18,18,5000,sihy,live,Sitanion hystrix,Mod,BAND,Unseeded,0,G,
5780,3mbu1,1998,entire,0,27,27,5000,forb,live,Unidentified forb,Mod,BAND,Unseeded,1,F,
5781,3MBU1,2002,entire,2738,10,2748,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5782,3MBU1,2002,entire,1093,0,1093,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5783,3MBU1,2002,entire,639,0,639,5000,soil,live,Soil,Mod,BAND,Unseeded,0,B,
5784,3MBU1,2002,entire,296,0,296,5000,grav,live,Gravel,Mod,BAND,Unseeded,0,B,
5785,3MBU1,2002,entire,85,197,282,5000,wood,live,Dead wood,Mod,BAND,Unseeded,4,L,
5786,3MBU1,2002,entire,68,31,99,5000,veth,dead,Verbascum thapsus,Mod,BAND,Unseeded,1,F,
5787,3MBU1,2002,entire,27,84,111,5000,spcr,live,Sporobolus cryptandrus,Mod,BAND,Unseeded,2,G,
5788,3MBU1,2002,entire,13,0,13,5000,pipo,live,Pinus ponderosa,Mod,BAND,Unseeded,0,T,
5789,3MBU1,2002,entire,11,56,67,5000,poas,live,Poa spp.,Mod,BAND,Unseeded,1,G,
5790,3MBU1,2002,entire,10,53,63,5000,sihy,live,Sitanion hystrix,Mod,BAND,Unseeded,1,G,
5791,3MBU1,2002,entire,8,8,16,5000,taof,live,Taraxacum officinale,Mod,BAND,Unseeded,0,F,
5792,3MBU1,2002,entire,5,27,32,5000,veth,live,Verbascum thapsus,Mod,BAND,Unseeded,1,F,
5793,3MBU1,2002,entire,3,11,14,5000,geca,live,Geranium caespitosum,Mod,BAND,Unseeded,0,F,
5794,3MBU1,2002,entire,3,62,65,5000,casp,live,Carex spp.,Mod,BAND,Unseeded,1,G,
5795,3MBU1,2002,entire,1,5,6,5000,posa,dead,Polygonum sawatchense,Mod,BAND,Unseeded,0,F,
5796,3MBU1,2002,entire,0,210,210,5000,forb,live,Unidentified forb,Mod,BAND,Unseeded,4,F,
5797,3MBU1,2002,entire,0,2,2,5000,arlu,dead,Artemisia ludoviciana,Mod,BAND,Unseeded,0,F,
5798,3MBU1,2002,entire,0,8,8,5000,arlu,live,Artemisia ludoviciana,Mod,BAND,Unseeded,0,F,
5799,3MBU1,2002,entire,0,16,16,5000,gras,live,Unidentified grass,Mod,BAND,Unseeded,0,G,
5800,3MBU1,2002,entire,0,29,29,5000,ersp,live,Erigeron speciosus,Mod,BAND,Unseeded,1,F,
5801,3MBU1,2002,entire,0,275,275,5000,quga,live,Quercus gambellii,Mod,BAND,Unseeded,6,S,
5802,3MBU1,2002,entire,0,261,261,5000,pipo,dead,Pinus ponderosa,Mod,BAND,Unseeded,5,T,
5803,3MBU1,2002,entire,0,147,147,5000,rone,live,Robinia neomexicana,Mod,BAND,Unseeded,3,S,
5804,3MBU1,2002,entire,0,7,7,5000,peca,live,Petalostemum candidum,Mod,BAND,Unseeded,0,F,
5805,3MBU1,2002,entire,0,48,48,5000,pofe,live,Poa fendleriana,Mod,BAND,Unseeded,1,G,
5806,3MBU1,2002,entire,0,24,24,5000,quga,dead,Quercus gambellii,Mod,BAND,Unseeded,0,S,
5807,3MBU1,2002,entire,0,8,8,5000,casp,dead,Carex spp.,Mod,BAND,Unseeded,0,G,
5808,3MBU1,2002,entire,0,6,6,5000,forb,dead,Unidentified forb,Mod,BAND,Unseeded,0,F,
5809,3MBU1,2002,entire,0,3,3,5000,chsp,live,Chenopodium sp.,Mod,BAND,Unseeded,0,F,
5810,3MBU1,2002,entire,0,7,7,5000,comp,dead,unknown Composite,Mod,BAND,Unseeded,0,F,
5811,3MBU1,2002,entire,0,19,19,5000,chsp,dead,Chenopodium sp.,Mod,BAND,Unseeded,0,F,
5812,3MBU1,2002,entire,0,5,5,5000,vimu,live,Viguiera multiflora,Mod,BAND,Unseeded,0,F,
5813,3MBU1,2002,entire,0,15,15,5000,lase,dead,Lactuca serriola,Mod,BAND,Unseeded,0,F,
5814,3MBU1,2002,entire,0,38,38,5000,chvi,live,Chrysopsis villosa,Mod,BAND,Unseeded,1,F,
5815,3MBU1,2002,entire,0,21,21,5000,ansc,live,Schizachyrium scoparius,Mod,BAND,Unseeded,0,G,
5816,3MBU1,2002,entire,0,3,3,5000,eure,live,Euphorbia revoluta,Mod,BAND,Unseeded,0,F,
5817,3MBU1,2002,entire,0,8,8,5000,ersp,dead,Erigeron speciosus,Mod,BAND,Unseeded,0,F,
5818,3MBU1,2002,entire,0,51,51,5000,pste,live,Psoralea tenuiflora,Mod,BAND,Unseeded,1,F,
5819,3MBU1,2019,entire,2264,0,2264,5000,bare,live,"combined soil,pumc,grav,rock",Mod,BAND,Unseeded,0,F,
5820,3MBU1,2019,entire,1592,0,1592,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5821,3MBU1,2019,entire,907,10,917,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5822,3MBU1,2019,entire,62,27,89,5000,wood,live,Dead wood,Mod,BAND,Unseeded,1,L,
5823,3MBU1,2019,entire,37,409,446,5000,hevi,live,Heterotheca villosa,Mod,BAND,Unseeded,8,F,native
5824,3MBU1,2019,entire,34,208,242,5000,arlu,live,Artemisia ludoviciana,Mod,BAND,Unseeded,4,F,
5825,3MBU1,2019,entire,20,126,146,5000,care,live,Carex spp.,Mod,BAND,Unseeded,3,G,
5826,3MBU1,2019,entire,19,231,250,5000,spor,live,Sporobolus species,Mod,BAND,Unseeded,5,G,
5827,3MBU1,2019,entire,18,556,574,5000,pofe,live,Poa fendleriana,Mod,BAND,Unseeded,11,G,
5828,3MBU1,2019,entire,18,199,217,5000,elel,live,Elymus elymoides,Mod,BAND,Unseeded,4,G,
5829,3MBU1,2019,entire,9,2,11,5000,hevi,dead,Heterotheca villosa,Mod,BAND,Unseeded,0,F,native
5830,3MBU1,2019,entire,8,283,291,5000,ardr,live,Artemisia dracunculus,Mod,BAND,Unseeded,6,F,
5831,3MBU1,2019,entire,6,73,79,5000,ardr,dead,Artemisia dracunculus,Mod,BAND,Unseeded,1,F,
5832,3MBU1,2019,entire,3,0,3,5000,gras,dead,Unidentified grass,Mod,BAND,Unseeded,0,G,
5833,3MBU1,2019,entire,2,72,74,5000,quga,dead,Quercus gambellii,Mod,BAND,Unseeded,1,S,
5834,3MBU1,2019,entire,1,76,77,5000,scsc,live,Schizachyrium scoparius,Mod,BAND,Unseeded,2,G,
5835,3MBU1,2019,entire,0,68,68,5000,rhgl,live,Rhus glabra,Mod,BAND,Unseeded,1,0,native
5836,3MBU1,2019,entire,0,3,3,5000,badi,live,Bahia dissecta,Mod,BAND,Unseeded,0,F,
5837,3MBU1,2019,entire,0,510,510,5000,quga,live,Quercus gambellii,Mod,BAND,Unseeded,10,S,
5838,3MBU1,2019,entire,0,71,71,5000,orhy,live,Oryzopsis hymenoides,Mod,BAND,Unseeded,1,G,
5839,3MBU1,2019,entire,0,882,882,5000,rone,live,Robinia neomexicana,Mod,BAND,Unseeded,18,S,
5840,3MBU1,2019,entire,0,3,3,5000,rone,dead,Robinia neomexicana,Mod,BAND,Unseeded,0,S,
5841,3MBU1,2019,entire,0,74,74,5000,lowr,live,Lotus wrightii,Mod,BAND,Unseeded,1,F,
5842,3MBU1,2019,entire,0,70,70,5000,vimu,live,Viguiera multiflora,Mod,BAND,Unseeded,1,F,
5843,3MBU1,2019,entire,0,5,5,5000,eufe,live,Euphorbia fendleri,Mod,BAND,Unseeded,0,F,
5844,3MBU1,2019,entire,0,1,1,5000,kuch,live,Kuhnia chlorolepis,Mod,BAND,Unseeded,0,F,
5845,3MBU1,2019,entire,0,109,109,5000,daca,live,Dalea candidum,Mod,BAND,Unseeded,2,U,
5846,3MBU1,2019,entire,0,38,38,5000,bocu,live,Bouteloua curtipendula,Mod,BAND,Unseeded,1,G,
5847,3MBU2,1997,entire,2068,0,2068,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5848,3MBU2,1997,entire,1590,0,1590,5000,grav,live,Gravel,Mod,BAND,Unseeded,0,B,
5849,3MBU2,1997,entire,641,0,641,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5850,3MBU2,1997,entire,381,0,381,5000,soil,live,Soil,Mod,BAND,Unseeded,0,B,
5851,3MBU2,1997,entire,101,0,101,5000,moss,live,Moss,Mod,BAND,Unseeded,0,C,
5852,3MBU2,1997,entire,83,49,132,5000,pipo,dead,Pinus ponderosa,Mod,BAND,Unseeded,1,T,
5853,3MBU2,1997,entire,70,871,941,5000,coca,live,Conyza canadensis,Mod,BAND,Unseeded,17,F,
5854,3MBU2,1997,entire,33,24,57,5000,wood,live,Dead wood,Mod,BAND,Unseeded,0,L,
5855,3MBU2,1997,entire,11,0,11,5000,cone,live,pine cone,Mod,BAND,Unseeded,0,L,
5856,3MBU2,1997,entire,9,41,50,5000,casp,live,Carex spp.,Mod,BAND,Unseeded,1,G,
5857,3MBU2,1997,entire,6,39,45,5000,bltr,live,Blepharoneuron tricholepis,Mod,BAND,Unseeded,1,L,
5858,3MBU2,1997,entire,4,137,141,5000,ersp,live,Erigeron speciosus,Mod,BAND,Unseeded,3,F,
5859,3MBU2,1997,entire,2,410,412,5000,posa,live,Polygonum sawatchense,Mod,BAND,Unseeded,8,F,
5860,3MBU2,1997,entire,1,9,10,5000,spcr,live,Sporobolus cryptandrus,Mod,BAND,Unseeded,0,G,
5861,3MBU2,1997,entire,0,83,83,5000,chgr,live,Chenopodium graveolens,Mod,BAND,Unseeded,2,F,
5862,3MBU2,1997,entire,0,567,567,5000,lowr,live,Lotus wrightii,Mod,BAND,Unseeded,11,F,
5863,3MBU2,1997,entire,0,30,30,5000,kocr,live,Koeleria cristata,Mod,BAND,Unseeded,1,G,
5864,3MBU2,1997,entire,0,19,19,5000,gras2,live,Unidentified grass,Mod,BAND,Unseeded,0,G,
5865,3MBU2,1997,entire,0,24,24,5000,sihy,live,Sitanion hystrix,Mod,BAND,Unseeded,0,G,
5866,3MBU2,1997,entire,0,5,5,5000,fear,live,Festuca arizonica,Mod,BAND,Unseeded,0,G,
5867,3MBU2,1997,entire,0,88,88,5000,chfr,live,Chenopodium fremontii,Mod,BAND,Unseeded,2,F,
5868,3MBU2,1997,entire,0,88,88,5000,forb,live,Unidentified forb,Mod,BAND,Unseeded,2,F,
5869,3MBU2,1997,entire,0,2,2,5000,mush,live,Mushroom,Mod,BAND,Unseeded,0,M,
5870,3MBU2,1997,entire,0,216,216,5000,badi,live,Bahia dissecta,Mod,BAND,Unseeded,4,F,
5871,3MBU2,1997,entire,0,15,15,5000,epci,live,Epiloboim ciliatum,Mod,BAND,Unseeded,0,F,
5872,3MBU2,1997,entire,0,29,29,5000,lipu,live,Linum puberulum,Mod,BAND,Unseeded,1,F,
5873,3mbu2,1998,entire,2943,0,2943,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5874,3mbu2,1998,entire,688,0,688,5000,soil,live,Soil,Mod,BAND,Unseeded,0,B,
5875,3mbu2,1998,entire,643,0,643,5000,grav,live,Gravel,Mod,BAND,Unseeded,0,B,
5876,3mbu2,1998,entire,494,0,494,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5877,3mbu2,1998,entire,70,103,173,5000,pipo,dead,Pinus ponderosa,Mod,BAND,Unseeded,2,T,
5878,3mbu2,1998,entire,48,1305,1353,5000,coca,live,Conyza canadensis,Mod,BAND,Unseeded,26,F,
5879,3mbu2,1998,entire,38,5,43,5000,wood,live,Dead wood,Mod,BAND,Unseeded,0,L,
5880,3mbu2,1998,entire,24,0,24,5000,moss,live,Moss,Mod,BAND,Unseeded,0,C,
5881,3mbu2,1998,entire,20,34,54,5000,gras,live,Unidentified grass,Mod,BAND,Unseeded,1,G,
5882,3mbu2,1998,entire,9,843,852,5000,lowr,live,Lotus wrightii,Mod,BAND,Unseeded,17,F,
5883,3mbu2,1998,entire,9,47,56,5000,casp,live,Carex spp.,Mod,BAND,Unseeded,1,G,
5884,3mbu2,1998,entire,7,14,21,5000,mumo,live,Muhlenbergia montana,Mod,BAND,Unseeded,0,G,
5885,3mbu2,1998,entire,4,17,21,5000,lase,live,Lactuca serriola,Mod,BAND,Unseeded,0,F,
5886,3mbu2,1998,entire,2,472,474,5000,posa,live,Polygonum sawatchense,Mod,BAND,Unseeded,9,F,
5887,3mbu2,1998,entire,1,168,169,5000,erfl,live,Erigeron flagellaris,Mod,BAND,Unseeded,3,F,
5888,3mbu2,1998,entire,0,274,274,5000,pipo,live,Pinus ponderosa,Mod,BAND,Unseeded,5,T,
5889,3mbu2,1998,entire,0,51,51,5000,coca,dead,Conyza canadensis,Mod,BAND,Unseeded,1,F,
5890,3mbu2,1998,entire,0,6,6,5000,kocr,live,Koeleria cristata,Mod,BAND,Unseeded,0,G,
5891,3mbu2,1998,entire,0,40,40,5000,lowr,dead,Lotus wrightii,Mod,BAND,Unseeded,1,F,
5892,3mbu2,1998,entire,0,1,1,5000,viam,live,Vicia americana,Mod,BAND,Unseeded,0,F,
5893,3mbu2,1998,entire,0,60,60,5000,sihy,live,Sitanion hystrix,Mod,BAND,Unseeded,1,G,
5894,3mbu2,1998,entire,0,17,17,5000,fear,live,Festuca arizonica,Mod,BAND,Unseeded,0,G,
5895,3mbu2,1998,entire,0,40,40,5000,chfr,dead,Chenopodium fremontii,Mod,BAND,Unseeded,1,F,
5896,3mbu2,1998,entire,0,1,1,5000,chfr,live,Chenopodium fremontii,Mod,BAND,Unseeded,0,F,
5897,3mbu2,1998,entire,0,7,7,5000,taof,live,Taraxacum officinale,Mod,BAND,Unseeded,0,F,
5898,3mbu2,1998,entire,0,15,15,5000,lipu,live,Linum puberulum,Mod,BAND,Unseeded,0,F,
5899,3mbu2,1998,entire,0,1,1,5000,lipu,dead,Linum puberulum,Mod,BAND,Unseeded,0,F,
5900,3mbu2,1998,entire,0,2,2,5000,ersp,live,Erigeron speciosus,Mod,BAND,Unseeded,0,F,
5901,3MBU2,2002,entire,3407,0,3407,5000,litt,live,Litter,Mod,BAND,Unseeded,0,L,
5902,3MBU2,2002,entire,464,290,754,5000,wood,live,Dead wood,Mod,BAND,Unseeded,6,L,
5903,3MBU2,2002,entire,454,0,454,5000,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5904,3MBU2,2002,entire,190,34,224,5000,forb,live,Unidentified forb,Mod,BAND,Unseeded,1,F,
5905,3MBU2,2002,entire,138,0,138,5000,soil,live,Soil,Mod,BAND,Unseeded,0,B,
5906,3MBU2,2002,entire,136,0,136,5000,moss,live,Moss,Mod,BAND,Unseeded,0,C,
5907,3MBU2,2002,entire,94,104,198,5000,pipo,live,Pinus ponderosa,Mod,BAND,Unseeded,2,T,
5908,3MBU2,2002,entire,28,0,28,5000,shit,live,Animal feces,Mod,BAND,Unseeded,0,L,
5909,3MBU2,2002,entire,23,229,252,5000,casp,live,Carex spp.,Mod,BAND,Unseeded,5,G,
5910,3MBU2,2002,entire,17,0,17,5000,grav,live,Gravel,Mod,BAND,Unseeded,0,B,
5911,3MBU2,2002,entire,15,42,57,5000,mumo,live,Muhlenbergia montana,Mod,BAND,Unseeded,1,G,
5912,3MBU2,2002,entire,9,53,62,5000,pofe,live,Poa fendleriana,Mod,BAND,Unseeded,1,G,
5913,3MBU2,2002,entire,9,0,9,5000,veth,dead,Verbascum thapsus,Mod,BAND,Unseeded,0,F,
5914,3MBU2,2002,entire,9,46,55,5000,veth,live,Verbascum thapsus,Mod,BAND,Unseeded,1,F,
5915,3MBU2,2002,entire,4,188,192,5000,sihy,live,Sitanion hystrix,Mod,BAND,Unseeded,4,G,
5916,3MBU2,2002,entire,3,111,114,5000,spcr,live,Sporobolus cryptandrus,Mod,BAND,Unseeded,2,G,
5917,3MBU2,2002,entire,0,34,34,5000,gras,live,Unidentified grass,Mod,BAND,Unseeded,1,G,
5918,3MBU2,2002,entire,0,2,2,5000,chgr,live,Chenopodium graveolens,Mod,BAND,Unseeded,0,F,
5919,3MBU2,2002,entire,0,32,32,5000,lowr,live,Lotus wrightii,Mod,BAND,Unseeded,1,F,
5920,3MBU2,2002,entire,0,73,73,5000,kocr,live,Koeleria cristata,Mod,BAND,Unseeded,1,G,
5921,3MBU2,2002,entire,0,14,14,5000,gras,dead,Unidentified grass,Mod,BAND,Unseeded,0,G,
5922,3MBU2,2002,entire,0,13,13,5000,forb,dead,Unidentified forb,Mod,BAND,Unseeded,0,F,
5923,3MBU2,2002,entire,0,7,7,5000,ansc,live,Schizachyrium scoparius,Mod,BAND,Unseeded,0,G,
5924,3MBU2,2002,entire,0,49,49,5000,posa,dead,Polygonum sawatchense,Mod,BAND,Unseeded,1,F,
5925,3MBU2,2002,entire,0,29,29,5000,lase,dead,Lactuca serriola,Mod,BAND,Unseeded,1,F,
5926,3MBU2,2002,entire,0,192,192,5000,erdi,dead,Erigeron divergens,Mod,BAND,Unseeded,4,F,
5927,3MBU2,2002,entire,0,36,36,5000,erdi,live,Erigeron divergens,Mod,BAND,Unseeded,1,F,
5928,3MBU2,2002,entire,0,36,36,5000,arsp,dead,Artemisia species,Mod,BAND,Unseeded,1,F,
5929,3MBU2,2002,entire,0,1,1,5000,chsp,live,Chenopodium sp.,Mod,BAND,Unseeded,0,F,
5930,3MBU2,2002,entire,0,4,4,5000,taof,live,Taraxacum officinale,Mod,BAND,Unseeded,0,F,
5931,3MBU2,2002,entire,0,1,1,5000,badi,live,Bahia dissecta,Mod,BAND,Unseeded,0,F,
5932,3MBU2,2019,entire,2442,0,2442,5060,bare,live,"combined soil,pumc,grav,rock",Mod,BAND,Unseeded,0,F,
5933,3MBU2,2019,entire,1670,48,1718,5060,litt,live,Litter,Mod,BAND,Unseeded,1,L,
5934,3MBU2,2019,entire,392,0,392,5060,rock,live,Rock,Mod,BAND,Unseeded,0,B,
5935,3MBU2,2019,entire,178,1677,1855,5060,hevi,live,Heterotheca villosa,Mod,BAND,Unseeded,33,F,native
5936,3MBU2,2019,entire,67,0,67,5060,wood,live,Dead wood,Mod,BAND,Unseeded,0,L,
5937,3MBU2,2019,entire,67,320,387,5060,elel,live,Elymus elymoides,Mod,BAND,Unseeded,6,G,
5938,3MBU2,2019,entire,57,641,698,5060,pofe,live,Poa fendleriana,Mod,BAND,Unseeded,13,G,
5939,3MBU2,2019,entire,49,235,284,5060,vimu,live,Viguiera multiflora,Mod,BAND,Unseeded,5,F,
5940,3MBU2,2019,entire,42,105,147,5060,scsc,live,Schizachyrium scoparius,Mod,BAND,Unseeded,2,G,
5941,3MBU2,2019,entire,25,181,206,5060,spor,live,Sporobolus species,Mod,BAND,Unseeded,4,G,
5942,3MBU2,2019,entire,21,110,131,5060,care,live,Carex spp.,Mod,BAND,Unseeded,2,G,
5943,3MBU2,2019,entire,12,189,201,5060,badi,live,Bahia dissecta,Mod,BAND,Unseeded,4,F,
